"Age at enrollment","Application order","1st sem (credited)","1st sem (enrolled)","1st sem (evaluations)","1st sem (approved)","1st sem (grade)","1st sem (without evaluations)","2nd sem (credited)","2nd sem (enrolled)","2nd sem (evaluations)","2nd sem (approved)","2nd sem (grade)","2nd sem (without evaluations)","Unemployment rate","Inflation rate","GDP","Target","Marital status","Gender","Daytime/evening attendance","Displaced","Educational special needs","Debtor","Tuition fees up to date","Scholarship holder","International","Application mode","Nationality","Course","Previous qualification","Mother's qualification","Father's qualification","Mother's occupation","Father's ocupation"
23,1,0,7,14,5,11.94,0,0,7,14,6,12.2,0,13.9,-0.3,0.79,Dropout,Single,Male,Daytime,No,No,No,Yes,No,No,Change in course,Portuguese,Nursing,Secondary education,Higher Education—bachelor’s degree,Higher Education—master’s degree,Administrative staff,"Personal Services, Security and Safety Workers, and Sellers"
18,3,0,5,10,4,11.6,0,0,5,9,3,14.2,0,12.4,0.5,1.79,Dropout,Single,Male,Daytime,Yes,No,No,Yes,No,No,"3rd phase—general contingent",Portuguese,Informatics Engineering,Secondary education,Secondary Education—12th Year of Schooling or Equivalent,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Unskilled Workers,Installation and Machine Operators and Assembly Workers
20,1,0,7,9,5,12.7,0,0,8,9,7,13.475,0,13.9,-0.3,0.79,Enrolled,Single,Male,Daytime,No,No,No,Yes,No,No,"1st phase—general contingent",Portuguese,Nursing,Secondary education,Other—11th Year of Schooling,Secondary Education—12th Year of Schooling or Equivalent,Administrative staff,Armed Forces Professions
19,3,0,6,6,6,13.333333333333334,0,0,6,9,5,13.8,0,8.9,1.4,3.51,Graduate,Single,Male,Daytime,Yes,No,No,Yes,No,No,"1st phase—general contingent",Portuguese,Advertising and Marketing Management,Secondary education,Higher Education—degree,Secondary Education—12th Year of Schooling or Equivalent,Specialists in Intellectual and Scientific Activities,Intermediate Level Technicians and Professions
24,1,4,9,13,8,13.333333333333334,0,5,10,12,9,13.11111111111111,0,16.2,0.3,-0.92,Enrolled,Single,Male,Daytime,Yes,No,No,Yes,No,No,Transfer,Portuguese,Agronomy,Technological specialization course,Higher Education—degree,Secondary Education—12th Year of Schooling or Equivalent,Specialists in Intellectual and Scientific Activities,"Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry"
18,1,0,5,5,5,13.4,0,0,5,5,5,15.0,0,8.9,1.4,3.51,Graduate,Single,Male,Daytime,Yes,No,No,Yes,No,No,"1st phase—general contingent",Portuguese,Management,Secondary education,Secondary Education—12th Year of Schooling or Equivalent,Basic Education 2nd Cycle (6th/7th/8th Year) or equivalent,Administrative staff,"Skilled Workers in Industry, Construction, and Craftsmen"
45,1,0,6,12,0,0.0,0,0,6,12,0,0.0,0,9.4,-0.8,-3.12,Dropout,Married,Male,Daytime,No,No,Yes,No,No,No,Over 23 years old,Portuguese,Tourism,Basic education 3rd cycle (9th/10th/11th year) or equivalent,"2nd cycle of the general high school course",Unknown,Student,Student
30,1,0,5,5,2,11.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout,Single,Male,Evening,Yes,No,No,Yes,No,No,Over 23 years old,Portuguese,Management (evening attendance),Secondary education,"2nd cycle of the general high school course",Unknown,Student,Student
28,1,13,15,17,13,12.0,0,9,13,13,9,11.333333333333334,0,8.9,1.4,3.51,Dropout,Single,Male,Evening,No,No,No,Yes,No,No,Change in institution/course,Portuguese,Management (evening attendance),Technological specialization course,Secondary Education—12th Year of Schooling or Equivalent,Higher Education—master’s degree,Administrative staff,Armed Forces Professions
40,1,0,5,0,0,0.0,0,0,5,0,0,0.0,0,12.7,3.7,-1.7,Dropout,Single,Male,Evening,No,No,No,Yes,No,No,Over 23 years old,Portuguese,Management (evening attendance),Secondary education,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,Unskilled Workers,Unskilled Workers
32,2,0,5,5,0,0.0,0,0,5,9,0,0.0,0,10.8,1.4,1.74,Dropout,Single,Male,Daytime,No,No,No,No,No,No,Over 23 years old,Portuguese,Management,Basic education 3rd cycle (9th/10th/11th year) or equivalent,Supplementary Accounting and Administration,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Administrative staff,Armed Forces Professions
19,5,0,6,12,4,12.5,0,0,6,12,4,10.25,0,7.6,2.6,0.32,Dropout,Single,Male,Daytime,Yes,No,No,Yes,No,No,"2nd phase—general contingent",Portuguese,Tourism,Secondary education,General commerce course,Basic education 1st cycle (4th/5th year) or equivalent,"Personal Services, Security and Safety Workers, and Sellers","Personal Services, Security and Safety Workers, and Sellers"
20,1,0,6,7,6,13.666666666666666,0,0,6,7,6,12.166666666666666,1,16.2,0.3,-0.92,Graduate,Single,Male,Daytime,Yes,No,No,Yes,No,No,"1st phase—general contingent",Portuguese,Communication Design,Secondary education,Secondary Education—12th Year of Schooling or Equivalent,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Intermediate Level Technicians and Professions,Unskilled Workers
18,1,0,5,10,1,10.0,0,0,5,7,0,0.0,0,9.4,-0.8,-3.12,Dropout,Single,Male,Daytime,No,No,No,Yes,No,No,"2nd phase—general contingent",Portuguese,Informatics Engineering,Secondary education,Secondary Education—12th Year of Schooling or Equivalent,Higher Education—degree,Administrative staff,Specialists in Intellectual and Scientific Activities
20,1,0,6,6,6,11.5,0,0,6,9,2,13.0,0,10.8,1.4,1.74,Dropout,Single,Male,Daytime,No,No,No,No,No,No,"2nd phase—general contingent",Portuguese,Advertising and Marketing Management,Secondary education,Supplementary Accounting and Administration,Basic education 1st cycle (4th/5th year) or equivalent,Unskilled Workers,Unskilled Workers
39,1,0,5,7,4,12.25,0,0,5,7,4,12.75,0,15.5,2.8,-4.06,Enrolled,Single,Male,Evening,No,No,No,Yes,No,No,Over 23 years old,Portuguese,Management (evening attendance),Secondary education,General Course of Administration and Commerce,Basic Education 2nd Cycle (6th/7th/8th Year) or equivalent,Unskilled Workers,Administrative staff
19,1,0,6,11,5,13.6,0,0,6,11,5,13.666666666666666,0,11.1,0.6,2.02,Enrolled,Single,Male,Daytime,No,No,No,No,No,No,"2nd phase—general contingent",Portuguese,Veterinary Nursing,Secondary education,General commerce course,Basic Education 2nd Cycle (6th/7th/8th Year) or equivalent,Administrative staff,Installation and Machine Operators and Assembly Workers
38,1,0,5,11,2,10.5,0,0,5,9,3,11.333333333333334,1,7.6,2.6,0.32,Enrolled,Single,Male,Evening,No,No,No,Yes,No,No,Over 23 years old,Portuguese,Management (evening attendance),Other—11th year of schooling,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,Unskilled Workers,Unskilled Workers
18,3,0,7,7,6,13.266666666666666,0,0,7,7,6,13.266666666666666,0,7.6,2.6,0.32,Graduate,Single,Male,Daytime,Yes,No,No,Yes,Yes,No,"2nd phase—general contingent",Portuguese,Nursing,Secondary education,General commerce course,Basic education 1st cycle (4th/5th year) or equivalent,Administrative staff,Unskilled Workers
18,4,0,7,8,7,12.5125,0,0,8,8,8,14.1875,0,13.9,-0.3,0.79,Graduate,Single,Male,Daytime,Yes,No,No,Yes,Yes,No,"2nd phase—general contingent",Portuguese,Nursing,Secondary education,General commerce course,Basic Education 2nd Cycle (6th/7th/8th Year) or equivalent,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry"
28,1,0,5,9,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout,Married,Male,Daytime,No,No,No,Yes,No,No,Change in course,Portuguese,Equiniculture,"12th year of schooling—not completed","2nd cycle of the general high school course",Unknown,Student,Student
31,1,0,6,14,0,0.0,0,0,6,6,0,0.0,0,12.7,3.7,-1.7,Dropout,Single,Male,Daytime,Yes,No,No,No,No,No,Over 23 years old,Portuguese,Advertising and Marketing Management,Secondary education,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,Unskilled Workers,Unskilled Workers
23,1,0,7,7,6,13.483333333333334,0,0,7,7,6,13.483333333333334,0,7.6,2.6,0.32,Graduate,Single,Male,Daytime,No,No,No,Yes,No,No,"1st phase—general contingent",Portuguese,Nursing,Secondary education,Higher Education—bachelor’s degree,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Intermediate Level Technicians and Professions,Unskilled Workers
21,1,0,7,9,6,12.565,0,0,8,12,5,12.16,0,11.1,0.6,2.02,Enrolled,Single,Male,Daytime,Yes,No,No,Yes,No,No,"1st phase—general contingent",Portuguese,Nursing,Secondary education,Supplementary Accounting and Administration,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Personal care workers and the like,"Unskilled workers in extractive industry, construction, manufacturing, and transport"
33,1,0,6,8,0,0.0,0,0,5,6,0,0.0,0,16.2,0.3,-0.92,Dropout,Single,Male,Daytime,No,No,Yes,No,No,No,Over 23 years old,Portuguese,Social Service,Basic education 3rd cycle (9th/10th/11th year) or equivalent,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,Unskilled Workers,Unskilled Workers
22,1,0,5,9,3,13.0,0,0,5,9,3,11.666666666666666,0,12.7,3.7,-1.7,Dropout,Single,Male,Daytime,No,No,No,Yes,No,No,Change in course,Portuguese,Management,Secondary education,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,"Personal Services, Security and Safety Workers, and Sellers",Intermediate Level Technicians and Professions
20,1,0,5,6,5,16.5,0,0,5,7,5,17.714285714285715,0,12.4,0.5,1.79,Dropout,Single,Male,Daytime,Yes,No,Yes,Yes,No,No,Technological specialization diploma holders,Portuguese,Informatics Engineering,Technological specialization course,General commerce course,Basic education 1st cycle (4th/5th year) or equivalent,Unskilled Workers,Unskilled Workers
19,1,0,6,7,6,13.166666666666666,0,0,6,9,5,13.2,0,8.9,1.4,3.51,Enrolled,Single,Male,Daytime,No,No,Yes,Yes,No,No,"2nd phase—general contingent",Portuguese,Advertising and Marketing Management,Secondary education,General Course of Administration and Commerce,Basic Education 2nd Cycle (6th/7th/8th Year) or equivalent,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions
20,1,1,6,11,6,13.8,0,1,6,7,6,13.142857142857142,0,16.2,0.3,-0.92,Graduate,Single,Male,Daytime,Yes,No,No,Yes,No,No,Technological specialization diploma holders,Portuguese,Veterinary Nursing,Technological specialization course,Supplementary Accounting and Administration,Basic Education 2nd Cycle (6th/7th/8th Year) or equivalent,Administrative staff,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers"
25,1,0,6,7,6,11.166666666666666,0,0,6,11,4,11.8,0,9.4,-0.8,-3.12,Enrolled,Single,Male,Daytime,Yes,No,No,Yes,No,No,Over 23 years old,Portuguese,Tourism,Other—11th year of schooling,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,"Personal Services, Security and Safety Workers, and Sellers","Skilled Workers in Industry, Construction, and Craftsmen"
25,1,0,6,0,0,0.0,0,0,6,0,0,0.0,0,13.9,-0.3,0.79,Dropout,Single,Male,Daytime,No,No,No,No,No,No,Over 23 years old,Portuguese,Agronomy,Secondary education,Secondary Education—12th Year of Schooling or Equivalent,Secondary Education—12th Year of Schooling or Equivalent,Unskilled Workers,Administrative staff
19,4,0,6,7,6,12.666666666666666,0,0,6,8,6,12.142857142857142,0,9.4,-0.8,-3.12,Enrolled,Single,Male,Daytime,Yes,No,No,Yes,No,No,"1st phase—general contingent",Portuguese,Communication Design,Secondary education,Higher Education—master’s degree,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Specialists in Intellectual and Scientific Activities,Armed Forces Professions
20,1,0,5,5,5,12.6,0,0,5,6,4,14.5,1,7.6,2.6,0.32,Graduate,Single,Male,Daytime,Yes,No,No,Yes,No,No,"1st phase—general contingent",Portuguese,Advertising and Marketing Management,Secondary education,Higher Education—bachelor’s degree,Secondary Education—12th Year of Schooling or Equivalent,Specialists in Intellectual and Scientific Activities,Administrative staff
33,1,0,7,7,5,13.06,0,0,7,9,0,0.0,0,16.2,0.3,-0.92,Enrolled,Married,Male,Daytime,No,No,No,Yes,No,No,Over 23 years old,Portuguese,Nursing,Basic education 3rd cycle (9th/10th/11th year) or equivalent,General commerce course,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Administrative staff,Administrative staff
19,5,0,6,7,6,13.833333333333334,0,0,6,8,6,13.625,0,7.6,2.6,0.32,Graduate,Single,Male,Daytime,Yes,No,No,Yes,No,No,"2nd phase—general contingent",Portuguese,Journalism and Communication,Secondary education,Secondary Education—12th Year of Schooling or Equivalent,Basic education 1st cycle (4th/5th year) or equivalent,"Personal Services, Security and Safety Workers, and Sellers","Personal Services, Security and Safety Workers, and Sellers"
31,1,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout,Single,Male,Daytime,No,No,No,Yes,No,No,Over 23 years old,Portuguese,Equiniculture,Basic education 3rd cycle (9th/10th/11th year) or equivalent,"2nd cycle of the general high school course",Unknown,Unknow,Unknow
24,1,2,6,6,2,16.0,0,2,7,7,2,16.0,0,8.9,1.4,3.51,Dropout,Single,Male,Daytime,No,No,Yes,No,No,No,Technological specialization diploma holders,Portuguese,Informatics Engineering,Technological specialization course,Higher Education—degree,Basic Education 2nd Cycle (6th/7th/8th Year) or equivalent,Specialists in Intellectual and Scientific Activities,Intermediate Level Technicians and Professions
23,1,0,5,5,0,0.0,0,0,5,5,0,0.0,0,15.5,2.8,-4.06,Dropout,Single,Male,Daytime,No,No,Yes,No,No,No,Technological specialization diploma holders,Portuguese,Informatics Engineering,Technological specialization course,General commerce course,Higher Education—degree,Intermediate Level Technicians and Professions,Administrative staff
26,1,0,5,12,3,10.666666666666666,0,0,5,11,3,10.666666666666666,0,9.4,-0.8,-3.12,Dropout,Married,Male,Evening,No,No,No,No,Yes,No,Over 23 years old,Portuguese,Management (evening attendance),Secondary education,Secondary Education—12th Year of Schooling or Equivalent,Higher Education—degree,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",Specialists in Intellectual and Scientific Activities
38,1,14,18,18,18,14.5,0,13,18,18,18,14.5,0,16.2,0.3,-0.92,Graduate,Married,Male,Daytime,Yes,No,No,Yes,No,No,Change in course,Portuguese,Communication Design,Higher education—bachelor’s degree,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,"Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry","Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry"
20,6,0,5,6,5,14.0,0,0,5,7,5,13.8,0,8.9,1.4,3.51,Graduate,Single,Male,Daytime,Yes,No,No,Yes,Yes,No,"1st phase—general contingent",Portuguese,Informatics Engineering,Secondary education,General commerce course,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,"Skilled Workers in Industry, Construction, and Craftsmen",Intermediate Level Technicians and Professions
20,5,0,5,10,3,13.333333333333334,0,0,5,11,5,13.571428571428571,0,12.4,0.5,1.79,Graduate,Single,Male,Daytime,Yes,No,No,Yes,No,No,"2nd phase—general contingent",Portuguese,Informatics Engineering,Secondary education,Secondary Education—12th Year of Schooling or Equivalent,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Unskilled Workers,Unskilled Workers
25,1,0,6,0,0,0.0,0,0,6,0,0,0.0,0,10.8,1.4,1.74,Dropout,Single,Male,Daytime,No,No,No,Yes,No,No,Over 23 years old,Portuguese,Veterinary Nursing,Basic education 3rd cycle (9th/10th/11th year) or equivalent,Higher Education—degree,Secondary Education—12th Year of Schooling or Equivalent,Specialists in Intellectual and Scientific Activities,"Personal Services, Security and Safety Workers, and Sellers"
19,2,0,6,9,5,12.0,0,0,6,10,4,11.2,0,8.9,1.4,3.51,Graduate,Single,Male,Daytime,Yes,No,No,Yes,No,No,"2nd phase—general contingent",Portuguese,Communication Design,Secondary education,Secondary Education—12th Year of Schooling or Equivalent,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,"Specialists in finance, accounting, administrative organization, and public and commercial relations",Other administrative support staff
18,1,0,5,6,5,16.2,0,0,5,8,5,16.0,0,8.9,1.4,3.51,Graduate,Single,Male,Daytime,No,No,No,Yes,No,No,"2nd phase—general contingent",Portuguese,Informatics Engineering,Secondary education,Secondary Education—12th Year of Schooling or Equivalent,Basic Education 2nd Cycle (6th/7th/8th Year) or equivalent,Administrative staff,"Personal Services, Security and Safety Workers, and Sellers"
28,1,7,13,13,7,10.285714285714286,0,5,11,13,5,10.6,0,10.8,1.4,1.74,Dropout,Single,Male,Evening,No,No,No,Yes,No,No,Change in course,Portuguese,Management (evening attendance),Other—11th year of schooling,Other—11th Year of Schooling,Other—11th Year of Schooling,Unskilled Workers,Unskilled Workers
18,2,0,5,5,0,0.0,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,Enrolled,Single,Male,Daytime,Yes,No,No,Yes,No,No,"1st phase—general contingent",Portuguese,Informatics Engineering,Secondary education,General commerce course,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Unskilled Workers,Unskilled Workers
20,1,0,6,7,6,13.571428571428571,0,0,6,8,6,13.166666666666666,0,8.9,1.4,3.51,Graduate,Single,Male,Daytime,Yes,No,No,Yes,Yes,No,"1st phase—general contingent",Portuguese,Tourism,Secondary education,Secondary Education—12th Year of Schooling or Equivalent,Basic Education 2nd Cycle (6th/7th/8th Year) or equivalent,Unskilled Workers,Unskilled Workers
18,1,0,6,7,6,14.285714285714286,0,0,6,9,6,14.857142857142858,0,11.1,0.6,2.02,Graduate,Single,Male,Daytime,No,No,No,Yes,No,No,"1st phase—general contingent",Portuguese,Equiniculture,Secondary education,Higher Education—master’s degree,Higher Education—degree,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions
19,3,0,5,7,5,10.2,0,0,5,6,4,10.5,0,12.4,0.5,1.79,Graduate,Single,Male,Daytime,Yes,No,No,Yes,No,No,"2nd phase—general contingent",Portuguese,Management,Secondary education,Secondary Education—12th Year of Schooling or Equivalent,Secondary Education—12th Year of Schooling or Equivalent,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions
24,1,0,8,16,2,10.25,1,0,8,16,2,10.25,1,12.7,3.7,-1.7,Dropout,Single,Male,Daytime,No,No,Yes,Yes,No,No,Transfer,Portuguese,Nursing,Secondary education,General commerce course,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Unskilled Workers,Unskilled Workers
21,4,0,6,0,0,0.0,0,0,6,0,0,0.0,0,10.8,1.4,1.74,Dropout,Single,Male,Daytime,Yes,No,No,Yes,No,No,"2nd phase—general contingent",Portuguese,Veterinary Nursing,Secondary education,Secondary Education—12th Year of Schooling or Equivalent,Higher Education—degree,"Personal Services, Security and Safety Workers, and Sellers","Personal Services, Security and Safety Workers, and Sellers"
20,1,0,6,7,6,14.833333333333334,0,0,6,6,6,14.833333333333334,0,12.7,3.7,-1.7,Graduate,Single,Male,Daytime,No,No,No,Yes,Yes,No,"1st phase—general contingent",Portuguese,Advertising and Marketing Management,Secondary education,Higher Education—degree,Basic education 1st cycle (4th/5th year) or equivalent,Administrative staff,"Skilled Workers in Industry, Construction, and Craftsmen"
21,1,0,6,12,5,13.625,0,0,6,6,5,12.6,0,13.9,-0.3,0.79,Graduate,Single,Male,Daytime,Yes,No,No,Yes,No,No,Technological specialization diploma holders,Portuguese,Agronomy,Technological specialization course,General commerce course,Secondary Education—12th Year of Schooling or Equivalent,Unskilled Workers,Installation and Machine Operators and Assembly Workers
24,1,0,7,7,7,12.271428571428572,0,0,8,10,7,13.657142857142857,0,10.8,1.4,1.74,Graduate,Married,Male,Daytime,No,No,Yes,Yes,No,No,"1st phase—general contingent",Portuguese,Oral Hygiene,Secondary education,General commerce course,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Sellers,Other administrative support staff
27,1,0,5,0,0,0.0,0,0,5,0,0,0.0,0,10.8,1.4,1.74,Dropout,Single,Male,Evening,No,No,No,Yes,No,No,Over 23 years old,Portuguese,Management (evening attendance),Secondary education,Supplementary Accounting and Administration,Basic education 1st cycle (4th/5th year) or equivalent,Unskilled Workers,Unskilled Workers
19,6,0,5,8,4,12.5,0,0,5,9,5,10.5,0,8.9,1.4,3.51,Enrolled,Single,Male,Daytime,Yes,No,Yes,No,No,No,"2nd phase—general contingent",Portuguese,Management,Secondary education,General Course of Administration and Commerce,Basic Education 2nd Cycle (6th/7th/8th Year) or equivalent,Unskilled Workers,Unskilled Workers
39,1,3,9,10,9,13.22222222222222,0,2,7,8,7,13.142857142857142,0,8.9,1.4,3.51,Graduate,Single,Male,Evening,No,No,No,Yes,No,No,Over 23 years old,Portuguese,Social Service (evening attendance),Secondary education,Higher Education—degree,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Administrative staff,"Skilled Workers in Industry, Construction, and Craftsmen"
25,1,0,7,13,2,15.0,0,0,7,12,2,11.5,0,12.4,0.5,1.79,Dropout,Single,Male,Daytime,No,No,No,Yes,No,No,Over 23 years old,Portuguese,Biofuel Production Technologies,Secondary education,General commerce course,Basic education 1st cycle (4th/5th year) or equivalent,Unskilled Workers,Unskilled Workers
18,1,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Dropout,Single,Male,Daytime,No,No,No,No,No,No,Holders of other higher courses,Portuguese,Animation and Multimedia Design,Higher education—degree,Secondary Education—12th Year of Schooling or Equivalent,Higher Education—bachelor’s degree,Unskilled Workers,Specialists in Intellectual and Scientific Activities
19,1,6,12,12,12,13.166666666666666,0,6,12,12,12,13.0,0,10.8,1.4,1.74,Graduate,Single,Male,Daytime,No,No,No,Yes,No,No,Change in course,Portuguese,Communication Design,Secondary education,Secondary Education—12th Year of Schooling or Equivalent,Higher Education—bachelor’s degree,Unskilled Workers,Specialists in Intellectual and Scientific Activities
21,1,0,6,8,5,13.833333333333334,0,0,6,6,4,14.0,0,13.9,-0.3,0.79,Graduate,Single,Male,Daytime,No,No,No,Yes,Yes,No,"3rd phase—general contingent",Portuguese,Journalism and Communication,Secondary education,Supplementary Accounting and Administration,Basic education 1st cycle (4th/5th year) or equivalent,Unskilled Workers,Installation and Machine Operators and Assembly Workers
27,1,0,5,0,0,0.0,0,0,5,0,0,0.0,0,8.9,1.4,3.51,Dropout,Single,Male,Evening,No,No,No,Yes,No,No,Holders of other higher courses,Portuguese,Management (evening attendance),Higher education—degree (1st cycle),Secondary Education—12th Year of Schooling or Equivalent,Higher Education—degree,Administrative staff,Specialists in Intellectual and Scientific Activities
19,3,0,5,6,0,0.0,0,0,5,6,0,0.0,0,7.6,2.6,0.32,Enrolled,Single,Male,Daytime,Yes,No,No,Yes,No,No,"1st phase—general contingent",Portuguese,Management,Secondary education,Secondary Education—12th Year of Schooling or Equivalent,Secondary Education—12th Year of Schooling or Equivalent,"Personal Services, Security and Safety Workers, and Sellers",Intermediate Level Technicians and Professions
18,3,0,8,8,7,13.154285714285717,0,0,8,8,7,13.154285714285717,0,10.8,1.4,1.74,Enrolled,Single,Male,Daytime,Yes,No,No,Yes,No,No,"2nd phase—general contingent",Portuguese,Nursing,Secondary education,Higher Education—degree,Secondary Education—12th Year of Schooling or Equivalent,Specialists in Intellectual and Scientific Activities,"Skilled Workers in Industry, Construction, and Craftsmen"
27,1,7,12,12,9,12.333333333333334,0,6,11,11,6,13.166666666666666,0,9.4,-0.8,-3.12,Dropout,Single,Male,Daytime,Yes,No,No,Yes,No,No,Holders of other higher courses,Portuguese,Advertising and Marketing Management,Higher education—degree,Technical-professional course,Basic education 1st cycle (4th/5th year) or equivalent,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions
18,3,0,6,6,6,13.0,0,0,6,7,5,11.8,0,12.7,3.7,-1.7,Dropout,Single,Male,Daytime,Yes,No,Yes,Yes,No,No,"1st phase—general contingent",Portuguese,Journalism and Communication,Secondary education,General commerce course,Basic Education 2nd Cycle (6th/7th/8th Year) or equivalent,Installation and Machine Operators and Assembly Workers,Intermediate Level Technicians and Professions
19,1,0,5,14,2,11.5,2,0,5,8,5,11.4,3,9.4,-0.8,-3.12,Enrolled,Single,Male,Daytime,No,No,No,Yes,No,No,"1st phase—general contingent",Portuguese,Equiniculture,Secondary education,Higher Education—bachelor’s degree,Higher Education—degree,Unskilled Workers,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers"
19,1,0,6,15,3,13.25,0,0,6,9,1,12.0,0,13.9,-0.3,0.79,Dropout,Single,Male,Daytime,No,No,No,Yes,No,No,Technological specialization diploma holders,Portuguese,Agronomy,Technological specialization course,General commerce course,Basic Education 2nd Cycle (6th/7th/8th Year) or equivalent,Unskilled Workers,Armed Forces Professions
22,1,0,6,12,3,13.333333333333334,0,0,6,12,3,12.75,0,15.5,2.8,-4.06,Enrolled,Single,Male,Daytime,No,No,No,Yes,No,No,Technological specialization diploma holders,Portuguese,Agronomy,Technological specialization course,General commerce course,Secondary Education—12th Year of Schooling or Equivalent,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers","Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers"
18,2,0,6,6,6,13.5,0,0,6,6,6,12.166666666666666,0,10.8,1.4,1.74,Graduate,Single,Female,Daytime,Yes,No,No,Yes,No,No,"1st phase—special contingent (Madeira Island)",Portuguese,Social Service,Secondary education,General commerce course,Basic Education 2nd Cycle (6th/7th/8th Year) or equivalent,Administrative staff,"Personal Services, Security and Safety Workers, and Sellers"
18,4,0,6,7,6,12.666666666666666,0,0,6,8,5,12.8,0,10.8,1.4,1.74,Graduate,Single,Female,Daytime,Yes,No,No,Yes,Yes,No,"1st phase—special contingent (Madeira Island)",Portuguese,Journalism and Communication,Secondary education,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,Unskilled Workers,Intermediate Level Technicians and Professions
23,1,7,11,18,11,15.090909090909092,1,2,6,7,6,14.5,0,9.4,-0.8,-3.12,Dropout,Single,Female,Daytime,No,No,No,Yes,No,No,Change in course,Portuguese,Management,Secondary education,Higher Education—master’s degree,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Specialists in Intellectual and Scientific Activities,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers"
20,4,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Dropout,Single,Male,Daytime,Yes,No,Yes,No,No,No,"3rd phase—general contingent",Portuguese,Animation and Multimedia Design,Secondary education,Secondary Education—12th Year of Schooling or Equivalent,Higher Education—master’s degree,Unskilled Workers,"Personal Services, Security and Safety Workers, and Sellers"
18,3,0,6,7,6,13.166666666666666,0,0,6,7,6,12.666666666666666,0,16.2,0.3,-0.92,Graduate,Single,Male,Daytime,Yes,No,No,Yes,No,No,"2nd phase—general contingent",Portuguese,Journalism and Communication,Secondary education,Higher Education—bachelor’s degree,Secondary Education—12th Year of Schooling or Equivalent,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions
18,4,0,6,6,6,12.833333333333334,0,0,6,8,6,12.833333333333334,0,12.4,0.5,1.79,Graduate,Single,Male,Daytime,Yes,No,No,Yes,No,No,"1st phase—general contingent",Portuguese,Journalism and Communication,Secondary education,General commerce course,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Unskilled Workers,"Skilled Workers in Industry, Construction, and Craftsmen"
18,3,0,5,7,5,11.8,0,0,5,9,3,12.0,0,8.9,1.4,3.51,Enrolled,Single,Male,Daytime,Yes,No,No,Yes,No,No,"2nd phase—general contingent",Portuguese,Informatics Engineering,Secondary education,Secondary Education—12th Year of Schooling or Equivalent,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Health professionals,"Unskilled workers in extractive industry, construction, manufacturing, and transport"
